source,person_id,image_path,y0,x0,y1,x1,bmi,is_female,height_m,weight_kg,age
image2bmi,i2b_000057,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000057_F_22_172720_7166759.jpg,0.0,0.01748,1.0,1.0,24.0236,1.0,1.7272,71.66759,22
image2bmi,i2b_000059,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000059_F_23_144780_11804742.jpg,0.0,0.0,1.0,0.91563,56.317,1.0,1.4478,118.04742,23
image2bmi,i2b_000061,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000061_F_23_149860_6577090.jpg,0.0,0.0,1.0,1.0,29.2862,1.0,1.4986,65.7709,23
image2bmi,i2b_000062,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000062_F_23_154940_5715264.png,0.0,0.02761,1.0,1.0,23.8072,1.0,1.5494,57.15264,23
image2bmi,i2b_000063,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000063_F_23_177800_8391459.png,0.0,0.03996,1.0,1.0,26.5445,1.0,1.778,83.91459,23
image2bmi,i2b_000063,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000063_F_23_177800_9979033.png,0.0,0.0,1.0,1.0,31.5664,1.0,1.778,99.79033,23
image2bmi,i2b_000064,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000064_F_23_160020_7756430.jpg,0.0,0.0,1.0,1.0,30.291,1.0,1.6002,77.5643,23
image2bmi,i2b_000066,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000066_F_23_165100_9298644.jpg,0.0,0.0,1.0,0.84143,34.1134,1.0,1.651,92.98644,23
image2bmi,i2b_000067,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000067_F_23_165100_12473791.png,0.0,0.0,1.0,0.94917,45.7619,1.0,1.651,124.73791,23
image2bmi,i2b_000069,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000069_F_23_177800_10886218.jpg,0.0,0.04211,1.0,0.9396,34.4361,1.0,1.778,108.86218,23
image2bmi,i2b_000069,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000069_F_23_177800_8346100.jpg,0.0,0.0,1.0,0.93764,26.401,1.0,1.778,83.461,23
image2bmi,i2b_000072,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000072_F_23_185420_9525440.jpg,0.0,0.0,1.0,0.93365,27.7059,1.0,1.8542,95.2544,23
image2bmi,i2b_000075,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000075_F_24_149860_9071848.jpg,0.0,0.0,1.0,1.0,40.3947,1.0,1.4986,90.71848,24
image2bmi,i2b_000076,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000076_F_24_154940_6123497.jpg,0.00348,0.0,1.0,1.0,25.5078,1.0,1.5494,61.23497,24
image2bmi,i2b_000077,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000077_F_24_154940_13154180.png,0.0,0.0,1.0,1.0,54.7945,1.0,1.5494,131.5418,24
image2bmi,i2b_000078,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000078_F_30_172720_9525440.jpg,0.0,0.10276,1.0,0.93237,31.9301,1.0,1.7272,95.2544,30
image2bmi,i2b_000079,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000079_F_24_180340_8073945.jpg,0.0,0.08309,1.0,1.0,24.8257,1.0,1.8034,80.73945,24
image2bmi,i2b_000080,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000080_F_24_162560_7166759.jpg,0.0,0.0,1.0,1.0,27.1204,1.0,1.6256,71.66759,24
image2bmi,i2b_000083,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000083_F_24_167640_8391459.jpg,0.0,0.0,1.0,0.93862,29.8595,1.0,1.6764,83.91459,24
image2bmi,i2b_000084,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000084_F_24_167640_12564509.jpg,0.0,0.01592,1.0,0.97882,44.7085,1.0,1.6764,125.64509,24
image2bmi,i2b_000084,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000084_F_24_167640_8482178.jpg,0.0,0.06242,1.0,1.0,30.1823,1.0,1.6764,84.82178,24
image2bmi,i2b_000085,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000085_F_24_167640_7452522.png,0.0,0.00257,1.0,0.99386,26.5184,1.0,1.6764,74.52522,24
image2bmi,i2b_000086,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000086_F_32_157480_6350294.jpg,0.0,0.0,1.0,1.0,25.6061,1.0,1.5748,63.50294,32
image2bmi,i2b_000086,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000086_F_32_157480_8527537.jpg,0.0,0.0,1.0,0.96395,34.3853,1.0,1.5748,85.27537,32
image2bmi,i2b_000087,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000087_F_24_170180_7438915.jpg,0.0,0.05502,1.0,0.90922,25.6858,1.0,1.7018,74.38915,24
image2bmi,i2b_000088,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000088_F_24_177800_10886218.jpg,0.01617,0.00699,1.0,1.0,34.4361,1.0,1.778,108.86218,24
image2bmi,i2b_000089,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000089_F_24_180340_9298644.jpg,0.0,0.02308,0.99932,1.0,28.5914,1.0,1.8034,92.98644,24
image2bmi,i2b_000090,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000090_F_23_152400_5443109.jpg,0.0,0.0,1.0,1.0,23.4357,1.0,1.524,54.43109,23
image2bmi,i2b_000090,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000090_F_23_152400_6350294.jpg,0.0,0.0,1.0,1.0,27.3416,1.0,1.524,63.50294,23
image2bmi,i2b_000091,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000091_F_24_180340_8708974.jpg,0.0,0.03505,1.0,1.0,26.7783,1.0,1.8034,87.08974,24
image2bmi,i2b_000092,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000092_F_24_157480_10665227.jpg,0.0,0.0,1.0,1.0,43.005,1.0,1.5748,106.65227,24
image2bmi,i2b_000092,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000092_F_24_157480_4853439.jpg,0.0,0.0,1.0,1.0,19.5704,1.0,1.5748,48.53439,24
image2bmi,i2b_000094,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000094_F_24_165100_6078138.jpg,0.0,0.0,1.0,1.0,22.2985,1.0,1.651,60.78138,24
image2bmi,i2b_000097,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000097_F_34_160020_6350294.jpg,0.0,0.0,1.0,0.93973,24.7996,1.0,1.6002,63.50294,34
image2bmi,i2b_000099,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000099_F_25_172720_6350294.jpg,0.0,0.0,1.0,0.96044,21.2867,1.0,1.7272,63.50294,25
image2bmi,i2b_000100,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000100_F_19_172720_6350294.jpg,0.0,0.09621,1.0,1.0,21.2867,1.0,1.7272,63.50294,19
image2bmi,i2b_000100,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000100_F_19_172720_9207926.jpg,0.0,0.0,1.0,1.0,30.8657,1.0,1.7272,92.07926,19
image2bmi,i2b_000102,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000102_F_25_162560_6622449.jpg,0.0,0.0,1.0,0.95939,25.0606,1.0,1.6256,66.22449,25
image2bmi,i2b_000103,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000103_F_30_170180_6350294.jpg,0.04883,0.0,1.0,1.0,21.9269,1.0,1.7018,63.50294,30
image2bmi,i2b_000107,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000107_F_25_165100_5579187.jpg,0.0,0.09949,1.0,0.99687,20.4681,1.0,1.651,55.79187,25
image2bmi,i2b_000109,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000109_F_25_170180_6985323.jpg,0.00381,0.0,1.0,1.0,24.1196,1.0,1.7018,69.85323,25
image2bmi,i2b_000111,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000111_F_26_157480_9071848.png,0.0,0.0,1.0,1.0,36.5801,1.0,1.5748,90.71848,26
image2bmi,i2b_000113,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000113_F_19_162560_6350294.jpg,0.0,0.09307,1.0,1.0,24.0307,1.0,1.6256,63.50294,19
image2bmi,i2b_000115,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000115_F_26_162560_13154180.jpg,0.0,0.0,1.0,0.97006,49.7779,1.0,1.6256,131.5418,26
image2bmi,i2b_000115,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000115_F_26_162560_7257478.jpg,0.0,0.0241,1.0,1.0,27.4637,1.0,1.6256,72.57478,26
image2bmi,i2b_000117,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000117_F_26_162560_13834567.jpg,0.0,0.0,1.0,1.0,52.3526,1.0,1.6256,138.34567,26
image2bmi,i2b_000118,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000118_F_26_165100_12972743.jpg,0.0,0.0,1.0,1.0,47.5924,1.0,1.651,129.72743,26
image2bmi,i2b_000119,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000119_F_26_165100_7484274.jpg,0.0,0.06211,1.0,0.91372,27.4572,1.0,1.651,74.84274,26
image2bmi,i2b_000121,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000121_F_26_167640_7076040.jpg,0.0,0.0,1.0,0.95793,25.1788,1.0,1.6764,70.7604,26
image2bmi,i2b_000122,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000122_F_26_170180_4032436.jpg,0.0,0.0,1.0,1.0,13.9236,1.0,1.7018,40.32436,26
image2bmi,i2b_000122,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000122_F_26_170180_6091746.jpg,0.0,0.0,1.0,0.9942,21.0341,1.0,1.7018,60.91746,26
image2bmi,i2b_000124,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000124_F_27_175260_7212119.jpg,0.0,0.11674,1.0,1.0,23.48,1.0,1.7526,72.12119,27
image2bmi,i2b_000125,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000125_F_21_162560_7121401.jpg,0.0,0.0,1.0,1.0,26.9487,1.0,1.6256,71.21401,21
image2bmi,i2b_000126,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000126_F_26_170180_9525440.jpg,0.0,0.0,1.0,0.97886,32.8903,1.0,1.7018,95.2544,26
image2bmi,i2b_000127,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000127_F_26_172720_8482178.jpg,0.0,0.0,1.0,1.0,28.433,1.0,1.7272,84.82178,26
image2bmi,i2b_000130,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000130_F_26_172720_15875734.jpg,0.0,0.0,1.0,0.9293,53.2168,1.0,1.7272,158.75734,26
image2bmi,i2b_000131,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000131_F_26_157480_12428432.jpg,0.0,0.00026,1.0,1.0,50.1147,1.0,1.5748,124.28432,26
image2bmi,i2b_000133,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000133_F_26_170180_10568703.jpg,0.0,0.07884,1.0,1.0,36.4926,1.0,1.7018,105.68703,26
image2bmi,i2b_000133,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000133_F_26_170180_7665712.jpg,0.0,0.039,1.0,1.0,26.4689,1.0,1.7018,76.65712,26
image2bmi,i2b_000134,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000134_F_25_149860_5125594.jpg,0.0,0.02083,1.0,1.0,22.823,1.0,1.4986,51.25594,25
image2bmi,i2b_000134,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000134_F_25_149860_6350294.jpg,0.0,0.0,1.0,1.0,28.2763,1.0,1.4986,63.50294,25
image2bmi,i2b_000136,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000136_F_27_144780_4717361.jpg,0.0,0.01693,0.94513,0.94045,22.5052,1.0,1.4478,47.17361,27
image2bmi,i2b_000137,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000137_F_27_177800_6577090.jpg,0.01103,0.0,1.0,1.0,20.8051,1.0,1.778,65.7709,27
image2bmi,i2b_000138,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000138_F_27_177800_7438915.jpg,0.0,0.0,1.0,1.0,23.5313,1.0,1.778,74.38915,27
image2bmi,i2b_000139,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000139_F_27_162560_10115111.jpg,0.0,0.00984,1.0,1.0,38.2775,1.0,1.6256,101.15111,27
image2bmi,i2b_000139,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000139_F_27_162560_7711071.jpg,0.0,0.0,1.0,1.0,29.1801,1.0,1.6256,77.11071,27
image2bmi,i2b_000140,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000140_F_27_177800_7574993.jpg,0.0,0.02315,1.0,1.0,23.9618,1.0,1.778,75.74993,27
image2bmi,i2b_000142,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000142_F_27_157480_6939964.jpg,0.01717,0.03576,1.0,0.9298,27.9838,1.0,1.5748,69.39964,27
image2bmi,i2b_000143,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000143_F_27_162560_5034876.png,0.0,0.03634,1.0,1.0,19.0529,1.0,1.6256,50.34876,27
image2bmi,i2b_000145,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000145_F_27_165100_6259575.jpg,0.0,0.0,1.0,1.0,22.9642,1.0,1.651,62.59575,27
image2bmi,i2b_000145,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000145_F_27_165100_8572896.jpg,0.0,0.0,1.0,0.9787,31.4509,1.0,1.651,85.72896,27
image2bmi,i2b_000146,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000146_F_25_149860_6350294.jpg,0.0,0.0,1.0,1.0,28.2763,1.0,1.4986,63.50294,25
image2bmi,i2b_000148,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000148_F_27_170180_6123497.png,0.0,0.0,1.0,1.0,21.1438,1.0,1.7018,61.23497,27
image2bmi,i2b_000149,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000149_F_27_170180_6259575.jpg,0.0,0.02359,1.0,0.9339,21.6136,1.0,1.7018,62.59575,27
image2bmi,i2b_000149,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000149_F_27_170180_9979033.jpg,0.0,0.0,1.0,1.0,34.4565,1.0,1.7018,99.79033,27
image2bmi,i2b_000150,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000150_F_27_170180_6259575.png,0.0,0.03443,1.0,0.98607,21.6136,1.0,1.7018,62.59575,27
image2bmi,i2b_000150,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000150_F_27_170180_9979033.png,0.0,0.06201,1.0,1.0,34.4565,1.0,1.7018,99.79033,27
image2bmi,i2b_000153,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000153_F_27_175260_9842955.jpg,0.0,0.0,1.0,1.0,32.045,1.0,1.7526,98.42955,27
image2bmi,i2b_000155,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000155_F_24_160020_7257478.jpg,0.0,0.0,0.9827,1.0,28.3424,1.0,1.6002,72.57478,24
image2bmi,i2b_000157,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000157_F_27_167640_10886218.jpg,0.0,0.02842,1.0,1.0,38.7366,1.0,1.6764,108.86218,27
image2bmi,i2b_000158,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000158_F_30_157480_6350294.jpg,0.0,0.0,1.0,1.0,25.6061,1.0,1.5748,63.50294,30
image2bmi,i2b_000158,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000158_F_30_157480_7983226.jpg,0.0,0.0,1.0,1.0,32.1905,1.0,1.5748,79.83226,30
image2bmi,i2b_000160,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000160_F_27_175260_6803886.jpg,0.0,0.0,1.0,0.94501,22.1509,1.0,1.7526,68.03886,27
image2bmi,i2b_000160,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000160_F_27_175260_9071848.jpg,0.0,0.0,1.0,1.0,29.5345,1.0,1.7526,90.71848,27
image2bmi,i2b_000165,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000165_F_28_157480_7484274.jpg,0.0,0.06698,1.0,0.9345,30.1786,1.0,1.5748,74.84274,28
image2bmi,i2b_000165,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000165_F_28_157480_8436819.jpg,0.0,0.0,1.0,1.0,34.0195,1.0,1.5748,84.36819,28
image2bmi,i2b_000166,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000166_F_28_165100_12927383.jpg,0.0,0.00399,1.0,0.91122,47.426,1.0,1.651,129.27383,28
image2bmi,i2b_000167,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000167_F_28_165100_9979033.png,0.0,0.03347,1.0,1.0,36.6095,1.0,1.651,99.79033,28
image2bmi,i2b_000168,/Users/a/Downloads/kaggle ZIP/Image Dataset/Image_train/000168_F_28_170180_7030682.jpg,0.0,0.0,1.0,1.0,24.2762,1.0,1.7018,70.30682,28
