source,person_id,image_path,y0,x0,y1,x1,bmi,is_female,height_m,weight_kg,age,cache_path,split
visual_bmi,vb_2lr5q8,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2lr5q8/2lr5q8_ThGBmxe_207_65_true_140_1.0.jpg,0.0,0.0,1.0,1.0,34.4462,1.0,1.651,93.89362,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000025.jpg,train
visual_bmi,vb_47o8lj,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/47o8lj/47o8lj_SoLYC76_197_66_false_76_0.67.jpg,0.0,0.0,1.0,1.0,31.7963,0.0,1.6764,89.3577,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000026.jpg,test
visual_bmi,vb_47o8lj,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/47o8lj/47o8lj_SoLYC76_176_66_false_76_0.67.jpg,0.0,0.0,1.0,1.0,28.4069,0.0,1.6764,79.83226,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000027.jpg,test
visual_bmi,vb_1me4a5,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/1me4a5/1me4a5_ZBOVadF_184_67_false_69_2.08.jpg,0.0,0.0,1.0,1.0,28.8182,0.0,1.7018,83.461,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000028.jpg,train
visual_bmi,vb_1me4a5,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/1me4a5/1me4a5_vBOVadF_244_67_false_69_2.08.jpg,0.0,0.0,1.0,1.0,38.2154,0.0,1.7018,110.67654,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000029.jpg,train
visual_bmi,vb_3hw855,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/3hw855/3hw855_gq9rCTP_186_71_false_53_1.78.jpg,0.0,0.0,1.0,1.0,25.9415,0.0,1.8034,84.36818,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000030.jpg,train
visual_bmi,vb_3hw855,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/3hw855/3hw855_gq9rCTP_193_71_false_53_1.78.jpg,0.0,0.0,1.0,1.0,26.9178,0.0,1.8034,87.54333,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000031.jpg,train
visual_bmi,vb_2wxtbq,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2wxtbq/2wxtbq_vyzraLq_250_74_false_0_1.58.jpg,0.0,0.0,1.0,1.0,32.0978,0.0,1.8796,113.39809,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000032.jpg,train
visual_bmi,vb_2wxtbq,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2wxtbq/2wxtbq_I3ZpfLd_235_74_false_0_1.58.jpg,0.0,0.0,1.0,1.0,30.1719,0.0,1.8796,106.59421,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000033.jpg,train
visual_bmi,vb_2n6cjq,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2n6cjq/2n6cjq_jIf0jO0_227_67_true_68_1.3.jpg,0.0,0.0,1.0,1.0,35.5529,1.0,1.7018,102.96547,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000034.jpg,test
visual_bmi,vb_2n6cjq,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2n6cjq/2n6cjq_jIf0jO0_256_67_true_68_1.3.jpg,0.0,0.0,1.0,1.0,40.0949,1.0,1.7018,116.11965,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000035.jpg,test
visual_bmi,vb_2xq9ys,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2xq9ys/2xq9ys_WvFS7wc_174_74_false_2_0.74.jpg,0.0,0.0,1.0,1.0,22.34,0.0,1.8796,78.92507,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000036.jpg,train
visual_bmi,vb_2xq9ys,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2xq9ys/2xq9ys_zvFS7wc_174_74_false_2_0.74.jpg,0.0,0.0,1.0,1.0,22.34,0.0,1.8796,78.92507,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000037.jpg,train
visual_bmi,vb_3xuegj,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/3xuegj/3xuegj_ABJWhDb_145_68_false_75_1.0.jpg,0.0,0.0,1.0,1.0,22.0469,0.0,1.7272,65.77089,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000038.jpg,train
visual_bmi,vb_3xuegj,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/3xuegj/3xuegj_ABJWhDb_157_68_false_75_1.0.jpg,0.0,0.0,1.0,1.0,23.8715,0.0,1.7272,71.214,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000039.jpg,train
visual_bmi,vb_24dc4z,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/24dc4z/24dc4z_OpmBs3C_142_69_false_156_1.0.jpg,0.0,0.0,1.0,1.0,20.9695,0.0,1.7526,64.41012,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000040.jpg,train
visual_bmi,vb_24dc4z,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/24dc4z/24dc4z_OpmBs3C_123_69_false_156_1.0.jpg,0.0,0.0,1.0,1.0,18.1637,0.0,1.7526,55.79186,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000041.jpg,train
visual_bmi,vb_22ulf6,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/22ulf6/22ulf6_JIgcVO0_219_71_false_37_1.0.jpg,0.0,0.0,1.0,1.0,30.544,0.0,1.8034,99.33673,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000042.jpg,val
visual_bmi,vb_22ulf6,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/22ulf6/22ulf6_JIgcVO0_202_71_false_37_1.0.jpg,0.0,0.0,1.0,1.0,28.173,0.0,1.8034,91.62566,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000043.jpg,val
visual_bmi,vb_47biqi,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/47biqi/47biqi_kheuY8Q_308_66_true_331_1.57.jpg,0.0,0.0,1.0,1.0,49.712,1.0,1.6764,139.70645,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000044.jpg,test
visual_bmi,vb_47biqi,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/47biqi/47biqi_kheuY8Q_188_66_true_331_1.57.jpg,0.0,0.0,1.0,1.0,30.3437,1.0,1.6764,85.27537,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000045.jpg,test
visual_bmi,vb_3fp5pl,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/3fp5pl/3fp5pl_zu9WrCd_315_77_false_152_1.0.jpg,0.0,0.0,1.0,1.0,37.3532,0.0,1.9558,142.8816,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000046.jpg,train
visual_bmi,vb_3fp5pl,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/3fp5pl/3fp5pl_zu9WrCd_230_77_false_152_1.0.jpg,0.0,0.0,1.0,1.0,27.2737,0.0,1.9558,104.32625,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000047.jpg,train
visual_bmi,vb_4g5zn8,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/4g5zn8/4g5zn8_x9lziRu_234_67_true_498_1.0.jpg,0.0,0.0,1.0,1.0,36.6492,1.0,1.7018,106.14061,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000048.jpg,val
visual_bmi,vb_4g5zn8,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/4g5zn8/4g5zn8_x9lziRu_254_67_true_498_1.0.jpg,0.0,0.0,1.0,1.0,39.7816,1.0,1.7018,115.21246,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000049.jpg,val
visual_bmi,vb_36lr0v,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/36lr0v/36lr0v_fkmAthG_170_74_false_6_0.56.jpg,0.0,0.0,1.0,1.0,21.8265,0.0,1.8796,77.1107,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000050.jpg,train
visual_bmi,vb_36lr0v,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/36lr0v/36lr0v_kkmAthG_170_74_false_6_0.56.jpg,0.0,0.0,1.0,1.0,21.8265,0.0,1.8796,77.1107,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000051.jpg,train
visual_bmi,vb_2lgkvf,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2lgkvf/2lgkvf_rBJTlBD_205_69_false_38_1.0.jpg,0.0,0.0,1.0,1.0,30.2729,0.0,1.7526,92.98644,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000052.jpg,train
visual_bmi,vb_2lgkvf,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2lgkvf/2lgkvf_rBJTlBD_163_69_false_38_1.0.jpg,0.0,0.0,1.0,1.0,24.0706,0.0,1.7526,73.93556,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000053.jpg,train
visual_bmi,vb_1n9x96,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/1n9x96/1n9x96_NqZ2mFr_165_68_false_48_0.58.jpg,0.0,0.0,1.0,1.0,25.0879,0.0,1.7272,74.84274,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000054.jpg,test
visual_bmi,vb_1n9x96,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/1n9x96/1n9x96_zQ0pGWY_145_68_false_48_0.58.jpg,0.0,0.0,1.0,1.0,22.0469,0.0,1.7272,65.77089,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000055.jpg,test
visual_bmi,vb_2gb664,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2gb664/2gb664_gDjPecv_300_73_false_170_1.41.jpg,0.0,0.0,1.0,1.0,39.5798,0.0,1.8542,136.07771,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000056.jpg,train
visual_bmi,vb_2gb664,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2gb664/2gb664_gDjPecv_220_73_false_170_1.41.jpg,0.0,0.0,1.0,1.0,29.0252,0.0,1.8542,99.79032,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000057.jpg,train
visual_bmi,vb_1qsjyn,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/1qsjyn/1qsjyn_7XHIwJY_160_67_false_0_0.56.jpg,0.0,0.0,1.0,1.0,25.0593,0.0,1.7018,72.57478,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000058.jpg,train
visual_bmi,vb_1qsjyn,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/1qsjyn/1qsjyn_zWbl4Ue_160_67_false_0_0.56.jpg,0.0,0.0,1.0,1.0,25.0593,0.0,1.7018,72.57478,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000059.jpg,train
visual_bmi,vb_1shh6q,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/1shh6q/1shh6q_kyqCPxr_203_67_true_166_1.41.jpg,0.0,0.0,1.0,1.0,31.794,1.0,1.7018,92.07925,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000060.jpg,train
visual_bmi,vb_1shh6q,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/1shh6q/1shh6q_IQwyHvN_350_67_true_166_1.41.jpg,0.0,0.0,1.0,1.0,54.8172,1.0,1.7018,158.75733,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000061.jpg,train
visual_bmi,vb_1ayhhj,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/1ayhhj/1ayhhj_ctUuQeh_158_70_true_188_1.33.jpg,0.0,0.0,1.0,1.0,22.6704,1.0,1.778,71.66759,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000062.jpg,train
visual_bmi,vb_1ayhhj,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/1ayhhj/1ayhhj_ctUuQeh_198_70_true_188_1.33.jpg,0.0,0.0,1.0,1.0,28.4098,1.0,1.778,89.81129,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000063.jpg,train
visual_bmi,vb_19evj7,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/19evj7/19evj7_9s3j6uo_160_70_false_2_0.75.jpg,0.0,0.0,1.0,1.0,22.9574,0.0,1.778,72.57478,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000064.jpg,test
visual_bmi,vb_19evj7,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/19evj7/19evj7_8s3j6uo_160_70_false_2_0.75.jpg,0.0,0.0,1.0,1.0,22.9574,0.0,1.778,72.57478,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000065.jpg,test
visual_bmi,vb_2f53ah,/Users/a/Library/Mobile Documents/com~apple~CloudDocs/Documents/bmi_predictor/visual_bmi_cropped/body/Visual BMI/bodyface_1to17/2f53ah/2f53ah_4NeCMLi_125_63_true_705_1.22.jpg,0.0,0.0,1.0,1.0,22.1425,1.0,1.6002,56.69905,,/Users/a/Documents/bmi_predictor/single_pipe/work/cache_260/visual_bmi_000066.jpg,val
